id_ocorrencia,data_ocorrencia,tipo_vitima,instituicao,conduta,natureza_lesao,tipo_crime,uf,municipio,endereco,logradouro_sede,geolocalizacao,latitude,longitude
124,2007-07-27,Indivíduo,Policia Militar,Abordagem policial – Perseguição,Crimes contra a vida (CP),Morte decorrente de intervenção policial,São Paulo,São Paulo,"Rua Maria Rita Balbino, Rio Pequeno",Rua Maria Rita Balbino - Favela do Sapé - Bairro do Rio Pequeno,0101000020E6100000F32E281DF66047C06121CE1EC39437C0,-23.5811023,-46.7575108
125,2007-07-26,Indivíduo,Policia Militar,Abordagem policial – Perseguição,Crimes contra a vida (CP),Morte decorrente de intervenção policial,São Paulo,São Paulo,Estrada do Campo Limpo," Estrada do Campo Limpo, na Zona Sul.   ",0101000020E6100000747EE59C336247C0E1FE6D60BCA037C0,-23.6278744,-46.7672001
125,2007-07-26,Indivíduo,Policia Militar,Abordagem policial – Perseguição,Crimes contra a vida (CP),Morte decorrente de intervenção policial,São Paulo,São Paulo,Estrada do Campo Limpo," Estrada do Campo Limpo, na Zona Sul.   ",0101000020E6100000747EE59C336247C0E1FE6D60BCA037C0,-23.6278744,-46.7672001
126,2007-07-26,Indivíduo,Policia Militar,Abordagem policial – Perseguição,Crimes de lesão corporal (CP),Lesão corporal indeterminada,São Paulo,Lençóis Paulista,,,0101000020E61000003B1DC87A6A6548C04A4D710B4C9936C0,-22.5988166,-48.792312
127,2007-06-29,Indivíduo,Policia Militar,Abordagem policial – Perseguição,Crimes de lesão corporal (CP),Lesão corporal indeterminada,São Paulo,Campinas,"Rua Engenheiro Augusto Figueiredo & Rua Esmeralda Martins Braga, Vila Formosa",Esquina das ruas Engenheiro Augusto Figueiredo com Esmeralda Martins Braga - Vila Formosa,0101000020E61000009F41542B5D8247C06088E64BB9F236C0,-22.9481399,-47.01846829999999
128,2007-06-30,Indivíduo,Policia Militar,Abordagem policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,São Paulo,Itaquaquecetuba,Bairro da Terra Prometida,Bairro da Terra Prometida,0101000020E61000006B63EC84972747C05B6FE5362B7837C0,-23.4694094,-46.3093115
129,2007-07-30,Indivíduo,Policia Militar,Abordagem policial – Perseguição,Crimes contra a vida (CP),Morte decorrente de intervenção policial,São Paulo,São Paulo,"Marginal Pinheiros, Morumbi", marginal Pinheiros Morumbi - Zona Sul,0101000020E61000002ED9C23DE05A47C0C62BB583B69F37C0,-23.6238787,-46.7099683
130,2007-07-30,Indivíduo,Policia Militar,Abordagem policial,Crimes de lesão corporal (CP),Lesão corporal leve,São Paulo,Sumaré,,,0101000020E6100000D449B6BA9CA247C0AAC42BFF10D336C0,-22.8244781,-47.270408
131,2007-07-29,Indivíduo,Policia Militar,Abordagem policial,Crimes de lesão corporal (CP),Lesão corporal indeterminada,São Paulo,Limeira,"Via Luiz Varga, Vila Labak"," Via Luiz Varga (anel viário), trecho da Vila Labak",0101000020E61000004C68ED11C5B047C046DE8321BC8F36C0,-22.5614644,-47.38101409999999
133,2007-03-23,Indivíduo,Polícia Civil,Operação policial,Crimes contra a liberdade pessoal (CP),Ameaça,São Paulo,São Paulo,"Favela Beira Rio, Jabaquara","Favela Beira Rio, Jabaquara (Zona Sul)",0101000020E6100000F6ACB541375447C03357618E79A437C0,-23.6424798,-46.6579363
