,id_ocorrencia,conduta,natureza_lesao,tipo_crime,uf,municipio,endereco,logradouro_sede,geolocalizacao,latitude,longitude
248,404,Operação policial - Repressão a manifestação,Crimes de abuso de autoridade (Lei 4.898/1965),Impedir ou cercear o direito de reunião,SÃO PAULO,São Paulo,"Rua 25 de Março, Centro","Rua 25 de Março, centro",0101000020E61000004D6E6F12DE8D47C0051555BFD2E936C0,-22.913372,-47.1083396
249,406,Abordagem policial,Crimes contra a vida (CP),Homicídio culposo,SÃO PAULO,São Paulo,,,0101000020E610000056EEAAAC125147C0FE04BC71F78C37C0,-23.5506507,-46.6333824
250,406,Abordagem policial,Crimes contra a vida (CP),Homicídio culposo,SÃO PAULO,São Paulo,,,0101000020E610000056EEAAAC125147C0FE04BC71F78C37C0,-23.5506507,-46.6333824
251,406,Abordagem policial,Crimes contra a vida (CP),Homicídio culposo,SÃO PAULO,São Paulo,,,0101000020E610000056EEAAAC125147C0FE04BC71F78C37C0,-23.5506507,-46.6333824
252,407,Abordagem policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Taboão da Serra,,,0101000020E61000001F29C709B86347C025E6FE8FB89C37C0,-23.6121912,-46.7790539
253,408,Abordagem policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Jundiaí,Rua Bom Jesus de Pirapora, rua Bom Jesus de Pirapora,0101000020E6100000D08BC9D1D27047C0773469AE2E3637C0,-23.2116498,-46.8814337
254,418,Abordagem policial,Crimes de tortura (Lei 9.455/1997),Uso de violência ou grave ameaça que cause sofrimento/castigue/coaja pessoa sob custódia do Estado,SÃO PAULO,Santo André,,,0101000020E610000037A4F6C7204447C076DEC66647A837C0,-23.6573395,-46.5322504
255,419,Abordagem policial,Crimes de abuso de autoridade (Lei 4.898/1965),Encarceramento de forma ilegal ou com abuso de poder,SÃO PAULO,Rancharia,,,0101000020E61000007AF365B3347249C080FE3163C03A36C0,-22.2294981,-50.8922333
256,419,Abordagem policial,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,Rancharia,,,0101000020E61000007AF365B3347249C080FE3163C03A36C0,-22.2294981,-50.8922333
257,419,Abordagem policial,Crimes contra a liberdade pessoal (CP),Ameaça,SÃO PAULO,Rancharia,,,0101000020E61000007AF365B3347249C080FE3163C03A36C0,-22.2294981,-50.8922333
258,420,Operação policial - Blitz,Crimes contra a honra (CP),Injúria simples,SÃO PAULO,Lençóis Paulista,,,0101000020E6100000D35BF22ECD6648C0295371885D9A36C0,-22.6029897,-48.8031367
259,420,Operação policial - Blitz,Crimes de abuso de autoridade (Lei 4.898/1965),Ameaçar a integridade física do indivíduo,SÃO PAULO,Lençóis Paulista,,,0101000020E6100000D35BF22ECD6648C0295371885D9A36C0,-22.6029897,-48.8031367
260,421,Abordagem policial – Perseguição,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,Barueri,,,0101000020E6100000411B6FE12F7047C00B1D8535DF8237C0,-23.5112184,-46.8764612
261,424,Operação policial,Crimes de abuso de autoridade (Lei 4.898/1965),Impedir ou cercear o livre exercício profissional,SÃO PAULO,São Bernardo do Campo,Terminal Rodoviário Ferrazópolis,Terminal Rodoviário Ferrazópolis,0101000020E61000004FB1A7EF874647C053D9661998B837C0,-23.72107085,-46.551023442155035
262,424,Operação policial,Crimes de abuso de autoridade (Lei 4.898/1965),Ameaçar a integridade física do indivíduo,SÃO PAULO,São Bernardo do Campo,Terminal Rodoviário Ferrazópolis,Terminal Rodoviário Ferrazópolis,0101000020E61000004FB1A7EF874647C053D9661998B837C0,-23.72107085,-46.551023442155035
263,425,Operação policial,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,Brotas,Rodovia Engenheiro Paulo Nilo Romano,Rodovia Engenheiro Paulo Nilo Romano (SP-225),0101000020E6100000637891AE3E0B48C021BC2CDCA84A36C0,-22.2916391,-48.0878504
264,428,Operação policial,Crimes contra a administração em geral (CP),Concussão,SÃO PAULO,Campinas,,,0101000020E6100000CF4E0647C98747C0D690B8C7D2E736C0,-22.90556,-47.06083
265,428,Operação policial,Crimes de abuso de autoridade (Lei 4.898/1965),Violação de domicilio,SÃO PAULO,Campinas,,,0101000020E6100000CF4E0647C98747C0D690B8C7D2E736C0,-22.90556,-47.06083
266,428,Operação policial,Crimes de tortura (Lei 9.455/1997),Uso de violência ou grave ameaça que cause sofrimento/castigue/coaja pessoa sob custódia do Estado,SÃO PAULO,Campinas,,,0101000020E6100000CF4E0647C98747C0D690B8C7D2E736C0,-22.90556,-47.06083
267,429,Abordagem policial – Perseguição,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,São Paulo,Avenida dos Bandeirantes,Avenida dos Bandeirantes,0101000020E61000004388D0AD7CC546C0E3B732F2C30637C0,-23.0264274,-45.5428674
268,430,Abordagem policial,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,Dourado,,,0101000020E61000000A9BA674552848C0E0FB766DCA1C36C0,-22.1124638,-48.3151079
269,430,Abordagem policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Dourado,,,0101000020E61000000A9BA674552848C0E0FB766DCA1C36C0,-22.1124638,-48.3151079
270,435,Abordagem policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Jundiaí,Jardim Ermida,Jardim Ermida,0101000020E61000005555C3D9087E47C0CE154ACBED2D37C0,-23.1794097,-46.9846451
271,440,Abordagem policial,Crimes de abuso de autoridade (Lei 4.898/1965),Ameaçar a integridade física do indivíduo,SÃO PAULO,Santa Bárbara D'Oeste,Jardim Pérola,Jardim Pérola,0101000020E6100000ADC502BA8AAF47C01ED896A6ADBE36C0,-22.7448372,-47.3714211
272,441,Abordagem policial,Crimes de abuso de autoridade (Lei 4.898/1965),Ameaçar a integridade física do indivíduo,SÃO PAULO,São José do Rio Preto,Avenida Anísio Haddad,Avenida Anísio Haddad,0101000020E6100000A7E1009FC4B348C0981EA8AED7D934C0,-20.8509473,-49.4044379
273,442,Abordagem policial,Crimes de abuso de autoridade (Lei 4.898/1965),Ameaçar a integridade física do indivíduo,SÃO PAULO,São José do Rio Preto,Vila Toninho,Vila Toninho,0101000020E6100000CD34064257AB48C0DB98E83DDFD834C0,-20.8471564,-49.3386004
274,442,Abordagem policial,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,São José do Rio Preto,Vila Toninho,Vila Toninho,0101000020E6100000CD34064257AB48C0DB98E83DDFD834C0,-20.8471564,-49.3386004
275,442,Abordagem policial,Crimes de abuso de autoridade (Lei 4.898/1965),Encarceramento de forma ilegal ou com abuso de poder,SÃO PAULO,São José do Rio Preto,Vila Toninho,Vila Toninho,0101000020E6100000CD34064257AB48C0DB98E83DDFD834C0,-20.8471564,-49.3386004
276,443,Abordagem policial,Crimes contra a vida (CP),Homicídio qualificado,SÃO PAULO,Alto Alegre,,,0101000020E61000003B5684F6451549C0FF55ECD4019535C0,-21.5820592,-50.1661976
277,444,Operação policial,Crime de extorsão (CP),Chantagem (extorsão),SÃO PAULO,Campinas,,,0101000020E6100000CF4E0647C98747C0D690B8C7D2E736C0,-22.90556,-47.06083
278,444,Operação policial,Crimes de tortura (Lei 9.455/1997),Tortura qualificada,SÃO PAULO,Campinas,,,0101000020E6100000CF4E0647C98747C0D690B8C7D2E736C0,-22.90556,-47.06083
279,444,Operação policial,Crimes contra a administração em geral (CP),Concussão,SÃO PAULO,Campinas,,,0101000020E6100000CF4E0647C98747C0D690B8C7D2E736C0,-22.90556,-47.06083
280,445,Abordagem policial,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,São Paulo,"Rua Gastão Vidigal, Vila Leopoldina",Rua Gastão Vidigal - Vila Leopoldina,0101000020E6100000B17B3C3E6B6C47C0B5615E91A98837C0,-23.5338374,-46.8470228
281,447,Abordagem policial,Crimes contra a vida (CP),Homicídio qualificado,SÃO PAULO,Cotia,,,0101000020E6100000BBD39D279E7547C0056A3178989A37C0,-23.603889,-46.918889
282,449,Operação policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Osasco,Prefeitura de Osasco,Prefeitura de Osasco,0101000020E61000008870B3EFFC6247C0635A400D848A37C0,-23.54107745,-46.773344004265766
283,450,Abordagem policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,São Paulo,"São Miguel Paulista, Jardim Helena","São Miguel Paulista, Jardim Helena",0101000020E610000004456E271B3847C0C4B46FEEAF8037C0,-23.5026845,-46.43832867511995
284,451,Abordagem policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,São Paulo,Casa Verde,Casa Verde,0101000020E6100000AA3AF37DB95347C012A62897C67F37C0,-23.499124000000002,-46.65409826637672
285,453,Abordagem policial,Crimes de abuso de autoridade (Lei 4.898/1965),Cerceamento à liberdade de associação,AMAZONAS,Anamã,,,0101000020E61000005072E206D7B34EC0919D126B4CA30CC0,-3.5797356,-61.4049996
286,454,Abordagem policial,Crimes de lesão corporal (CP),Lesão corporal leve,PERNAMBUCO,Dormentes,,escola,0101000020E6100000A983BC1E4C3544C0CB57B89B960621C0,-8.5128678,-40.4163855
287,454,Atuação do Poder Judiciário,Crimes contra a fé pública (CP),Falsidade documental e ou ideológica,PERNAMBUCO,Dormentes,,escola,0101000020E6100000A983BC1E4C3544C0CB57B89B960621C0,-8.5128678,-40.4163855
288,456,Operação policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Santa Bárbara D'Oeste,Rua Alberto Novaes,Rua Alberto Novaes ,0101000020E6100000F3A4F1B0F5B547C01897AAB4C5BD36C0,-22.741298,-47.4215604
289,457,Operação policial - Blitz,Crimes de lesão corporal (CP),Lesão corporal gravíssima,PARANÁ,Barão de Lucena,,,0101000020E6100000D9E66B3B12264AC04C87F315494037C0,-23.2511152,-52.2974314
290,457,Operação policial - Blitz,Crimes de abuso de autoridade (Lei 4.898/1965),Ameaçar a integridade física do indivíduo,PARANÁ,Barão de Lucena,,,0101000020E6100000D9E66B3B12264AC04C87F315494037C0,-23.2511152,-52.2974314
291,460,Operação policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Guarulhos,Shopping Internacional,Shopping Internacional,0101000020E610000016932711704647C08BC22E8A1E7D37C0,-23.48874725,-46.55029501373626
292,462,Abordagem policial,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,Ribeirão Preto,Jardim Paulista,Jardim Paulista,0101000020E6100000445EC598AAE547C0DB471394472E35C0,-21.1807797,-47.7942687
293,462,Abordagem policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Ribeirão Preto,Jardim Paulista,Jardim Paulista,0101000020E6100000445EC598AAE547C0DB471394472E35C0,-21.1807797,-47.7942687
294,464,Abordagem policial,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,São José do Rio Preto,"Avenida América, Vila Ercília",Avenida América - Vila Ercília,0101000020E6100000B5EB94FDA9AF48C06B7011CE5DD134C0,-20.8178376,-49.3723752
295,465,Abordagem policial,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,Ribeirão Corrente,Avenida Perimetral,Avenida Perimetral,0101000020E610000098E0D40792CB47C00DC17119377534C0,-20.457872,-47.590394
296,466,Abordagem policial – Perseguição,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,Jundiaí,Rodovia Constâncio Cintra,Rodovia Constâncio Cintra,0101000020E61000002CDE23F6646447C0FC5CC87E71DA36C0,-22.8532943,-46.7843311
297,468,Abordagem policial,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,Nova Odessa,Centro,Centro de Nova Odessa,0101000020E6100000886AA56B81A547C04A343795FBC736C0,-22.7811826,-47.2930121
298,469,Abordagem policial,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,Campinas,Rodovia dos Bandeirantes,Rodovia dos Bandeirantes - Km 85,0101000020E6100000D39A8B64349447C0A9DFE0664CEA36C0,-22.9152283,-47.1578489
299,471,Abordagem policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,São Paulo,Vila Guilherme,Vila Guilherme,0101000020E6100000B4EE9CE8984D47C03B545392758237C0,-23.5096065,-46.606228901507535
300,472,Operação policial,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,Taboão da Serra,,,0101000020E61000001F29C709B86347C025E6FE8FB89C37C0,-23.6121912,-46.7790539
301,476,Abordagem policial – Perseguição,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Várzea Paulista,Rua Bilac,Rua Bilac,0101000020E6100000F8B7150CF86747C0A81721E1203237C0,-23.1958142,-46.8122573
302,481,Operação policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Itapevi,,,0101000020E61000000D8CBCAC897747C0B16D5166838C37C0,-23.54888,-46.933889
303,485,Abordagem policial – Perseguição,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,Salto,,,0101000020E6100000150C9D8D4BA547C0A875768DF13237C0,-23.1989983,-47.2913682
304,487,Abordagem policial – Perseguição,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,Sumaré,Rodovia Anhanguera,Rodovia Anhanguera - Km 108,0101000020E610000015F3BDD06D9947C06AEE320DD4D136C0,-22.8196419,-47.1986638
305,491,Abordagem policial,Crimes de abuso de autoridade (Lei 4.898/1965),Encarceramento de forma ilegal ou com abuso de poder,SÃO PAULO,Itatiba,,,0101000020E610000001214894AC6B47C0EF25434420FF36C0,-22.9965861,-46.8412042
306,491,Abordagem policial,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,Itatiba,,,0101000020E610000001214894AC6B47C0EF25434420FF36C0,-22.9965861,-46.8412042
307,492,Abordagem policial – Perseguição,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Guarujá,,,0101000020E6100000929D6D24BF2047C0403AD09E26FE37C0,-23.9927768,-46.2558332
308,494,Operação policial - Reintegração de posse,Abuso de autoridade do ECA (Lei 8.069/1990),Humilhar ou intimidar criança ou adolescente,SÃO PAULO,Limeira,,,0101000020E610000087527B116DB347C04B7BDEE8BE8F36C0,-22.5615068,-47.401766
309,494,Operação policial - Reintegração de posse,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,Limeira,,,0101000020E610000087527B116DB347C04B7BDEE8BE8F36C0,-22.5615068,-47.401766
310,494,Operação policial - Reintegração de posse,Crimes de abuso de autoridade (Lei 4.898/1965),Ameaçar a integridade física do indivíduo,SÃO PAULO,Limeira,,,0101000020E610000087527B116DB347C04B7BDEE8BE8F36C0,-22.5615068,-47.401766
311,495,Abordagem policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,São Paulo,Avenida Aricanduva,Avenida Aricanduva,0101000020E61000002A5206B3AE3B47C0F316B435C79837C0,-23.5967897,-46.4662689
312,496,Abordagem policial – Perseguição,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Limeira,Rodovia Limeira/ Cordeirópolis,Rodovia Limeira/ Cordeirópolis,0101000020E6100000A5DD431DB1B247C0854B7D0F4D8336C0,-22.5128946,-47.3960301
313,499,Abordagem policial – Perseguição,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,São Paulo,Estação de metrô Sé,Estação de metrô Sé,0101000020E6100000D822B3C4145147C09451C0D1E98C37C0,-23.5504428,-46.6334463
314,499,Abordagem policial – Perseguição,Crimes contra a honra (CP),Injúria real,SÃO PAULO,São Paulo,Estação de metrô Sé,Estação de metrô Sé,0101000020E6100000D822B3C4145147C09451C0D1E98C37C0,-23.5504428,-46.6334463
315,499,Abordagem policial – Perseguição,Crimes de abuso de autoridade (Lei 4.898/1965),Ameaçar a integridade física do indivíduo,SÃO PAULO,São Paulo,Estação de metrô Sé,Estação de metrô Sé,0101000020E6100000D822B3C4145147C09451C0D1E98C37C0,-23.5504428,-46.6334463
316,500,Abordagem policial – Perseguição,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Limeira,Rodovia Limeira/ Cordeirópolis,Rodovia Limeira/ Cordeirópolis,0101000020E6100000A5DD431DB1B247C0854B7D0F4D8336C0,-22.5128946,-47.3960301
317,510,Abordagem policial,Crimes de abuso de autoridade (Lei 4.898/1965),Ameaçar a integridade física do indivíduo,SÃO PAULO,Bauru,Avenida Getúlio Vargas,Avenida Getúlio Vargas,0101000020E61000003D27BD6F7C8748C0E4A48BA8E45736C0,-22.3433328,-49.058485
318,511,Operação policial - Reintegração de posse,Crimes de abuso de autoridade (Lei 4.898/1965),Ameaçar a integridade física do indivíduo,SÃO PAULO,São Paulo,Marginal Pinheiros,Marginal Pinheiros,0101000020E6100000703E1AF3DF5A47C0590520A45D8F37C0,-23.5600226,-46.7099594
319,511,Operação policial - Repressão a manifestação,Crimes de abuso de autoridade (Lei 4.898/1965),Impedir ou cercear o direito de reunião,SÃO PAULO,São Paulo,Marginal Pinheiros,Marginal Pinheiros,0101000020E6100000703E1AF3DF5A47C0590520A45D8F37C0,-23.5600226,-46.7099594
320,511,Operação policial - Reintegração de posse,Crimes de abuso de autoridade (Lei 4.898/1965),Ofensa à honra ou ao patrimônio,SÃO PAULO,São Paulo,Marginal Pinheiros,Marginal Pinheiros,0101000020E6100000703E1AF3DF5A47C0590520A45D8F37C0,-23.5600226,-46.7099594
321,512,Abordagem policial,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,Franca,Jardim Brasilândia,Jardim Brasilândia,0101000020E61000001A1538D906AF47C0B24AE9995E8634C0,-20.524881,-47.3673965
322,512,Abordagem policial,Crimes de abuso de autoridade (Lei 4.898/1965),Ameaçar a integridade física do indivíduo,SÃO PAULO,Franca,Jardim Brasilândia,Jardim Brasilândia,0101000020E61000001A1538D906AF47C0B24AE9995E8634C0,-20.524881,-47.3673965
323,514,Operação policial,Crimes de abuso de autoridade (Lei 4.898/1965),Ofensa à honra ou ao patrimônio,SÃO PAULO,São Paulo,Praça da Sé,Praça da Sé - Centro,0101000020E6100000490966F1075147C0084EC7AD938C37C0,-23.5491284,-46.6330549
324,514,Operação policial,Crimes de abuso de autoridade (Lei 4.898/1965),Violação da liberdade de locomoção,SÃO PAULO,São Paulo,Praça da Sé,Praça da Sé - Centro,0101000020E6100000490966F1075147C0084EC7AD938C37C0,-23.5491284,-46.6330549
325,516,Abordagem policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Jundiaí,"Rua União dos Palmares, Vila Nambi",Rua União dos Palmares - Vila Nambi,0101000020E610000027D2472A9D6D47C0A070D1240C3237C0,-23.1954978,-46.8563588
326,520,Abordagem policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Cosmópolis,Bela Vista,Bela Vista,0101000020E6100000DA73999A049847C066063B0F38A636C0,-22.6492929,-47.1876405
327,523,Operação policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,São Paulo,Rua Padre João Manuel,Jardins - Rua Padre João Manuel,0101000020E61000000E8252CD755547C0E97C7896209137C0,-23.5669035,-46.66765753296578
328,524,Abordagem policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Cachoeira Paulista,Centro,Centro,0101000020E6100000DA70581AF88146C073D9E89C9FAA36C0,-22.666498,-45.015384
329,525,Abordagem policial – Perseguição,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,Campinas,,,0101000020E6100000CF4E0647C98747C0D690B8C7D2E736C0,-22.90556,-47.06083
330,529,Operação policial - Blitz,Crimes de lesão corporal (CP),Lesão corporal indeterminada,SÃO PAULO,Jundiaí,"Rua Idalina Gonçalves Dias, Jardim São Camilo",Rua Idalina Gonçalves Dias - Jardim São Camilo,0101000020E6100000C99F5EDF3D6F47C0C509A760E82C37C0,-23.1754208,-46.8690757
331,529,Operação policial - Blitz,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Jundiaí,"Rua Idalina Gonçalves Dias, Jardim São Camilo",Rua Idalina Gonçalves Dias - Jardim São Camilo,0101000020E6100000C99F5EDF3D6F47C0C509A760E82C37C0,-23.1754208,-46.8690757
332,543,Operação policial,Crimes contra a vida (CP),Homicídio simples,CEARÁ,Acopiara,,,0101000020E6100000ECF3BD2B27BA43C0738D85D7E45F18C0,-6.0936464,-39.4543204
333,543,Operação policial,Crime de extorsão (CP),Chantagem (extorsão),CEARÁ,Acopiara,,,0101000020E6100000ECF3BD2B27BA43C0738D85D7E45F18C0,-6.0936464,-39.4543204
334,545,Abordagem policial – Perseguição,Crimes contra a vida (CP),Homicídio qualificado,ESPÍRITO SANTO,Alto Calçado,,,0101000020E610000094A2E2EAD5CF44C0D4A304583FE934C0,-20.9111228,-41.62371574464956
335,546,Operação policial,Crimes de abuso de autoridade (Lei 4.898/1965),"Prolongar a execução de prisão temporária, pena ou medida de segurança",PARÁ,Altamira,,,0101000020E61000004FECFC361FE353C0ABB9371A1B152240,9.0412224,-79.5487802
336,546,Operação policial,Crimes contra a honra (CP),Calúnia,PARÁ,Altamira,,,0101000020E61000004FECFC361FE353C0ABB9371A1B152240,9.0412224,-79.5487802
337,547,Abordagem policial,Crimes contra a vida (CP),Homicídio qualificado,PARÁ,Almeirim,,,0101000020E6100000E9876C7B164A4AC0F09D3D3CF076F8BF,-1.5290377,-52.5788111
338,549,Abordagem policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Ribeirão Preto,,,0101000020E61000002CA116DE40E747C02DCC423BA72D35C0,-21.178333,-47.8066671
339,550,Abordagem policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,São Paulo,Rua Almirante Lobo,Rua Almirante Lobo,0101000020E6100000CA8D7D24804C47C05D52B5DD049737C0,-23.589918,-46.5976606
340,552,Atuação do Poder Executivo,Convenção contra o crime de genocídio,"Atos lesivos contra grupo nacional, étnico, racial ou religioso",AMAZONAS,Araras,,,0101000020E61000009DDE20B5E4AE4EC015585B0C794F0BC0,-3.4138051,-61.3663546
341,553,Abordagem policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Vargem Grande Paulista,,,0101000020E610000077A22424D28247C0034015376E9937C0,-23.599338,-47.022038
342,557,Abordagem policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Sorocaba,,,0101000020E610000048DE3994A1BA47C0817B9E3F6D8037C0,-23.501667,-47.458056
343,563,Operação policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,Ibiúna,Piedade,Piedade,0101000020E6100000F43D7ECA8CE447C0AF43352559A936C0,-22.6615165,-47.7855466
344,565,Abordagem policial,Crimes contra a vida (CP),Morte decorrente de intervenção policial,SÃO PAULO,São Paulo,Jardim Primavera,Jardim Primavera,0101000020E610000040B10408D57D47C04CB5053A490D36C0,-22.0518986,-46.9830637
345,568,Operação policial - Reintegração de posse,Crimes de abuso de autoridade (Lei 4.898/1965),Cerceamento à liberdade de associação,MINAS GERAIS,Mário Campos,,Região Metropolitana de Belo Horizonte,0101000020E61000009036E911FE1846C0BD0B4A873D0F34C0,-20.0595326,-44.1952536
346,568,Operação policial - Reintegração de posse,Crimes de lesão corporal (CP),Lesão corporal gravíssima,MINAS GERAIS,Mário Campos,,Região Metropolitana de Belo Horizonte,0101000020E61000009036E911FE1846C0BD0B4A873D0F34C0,-20.0595326,-44.1952536
347,569,Operação policial - Reintegração de posse,Crimes de lesão corporal (CP),Lesão corporal gravíssima,MINAS GERAIS,Mário Campos,,região metropolitana de Belo Horizonte,0101000020E61000009036E911FE1846C0BD0B4A873D0F34C0,-20.0595326,-44.1952536
348,569,Operação policial - Reintegração de posse,Crimes de abuso de autoridade (Lei 4.898/1965),Cerceamento à liberdade de associação,MINAS GERAIS,Mário Campos,,região metropolitana de Belo Horizonte,0101000020E61000009036E911FE1846C0BD0B4A873D0F34C0,-20.0595326,-44.1952536
349,570,Abordagem policial,Crimes de lesão corporal (CP),Lesão corporal seguida de morte,SÃO PAULO,São Paulo,São Matheus,São Matheus,0101000020E6100000E87EF3870B3E47C02F7C8ED9A39937C0,-23.6001564,-46.4847269
350,570,Abordagem policial,Crimes de periclitação da vida e da saúde (CP),Omissão de socorro,SÃO PAULO,São Paulo,São Matheus,São Matheus,0101000020E6100000E87EF3870B3E47C02F7C8ED9A39937C0,-23.6001564,-46.4847269
351,574,Abordagem policial,Crimes de lesão corporal (CP),Lesão corporal grave,SÃO PAULO,São Paulo,Jardim Elisa Maria,Jardim Elisa Maria,0101000020E610000026016A6AD92948C0DD877258D05434C0,-20.3313041,-48.3269475
352,575,Abordagem policial,Crimes de lesão corporal (CP),Lesão corporal gravíssima,SÃO PAULO,Praia Grande,,,0101000020E61000002EC6C03A8E3347C0D13C80457E0138C0,-24.005833,-46.402778
353,575,Abordagem policial,Crimes de lesão corporal (CP),Lesão corporal gravíssima,SÃO PAULO,Praia Grande,,,0101000020E61000002EC6C03A8E3347C0D13C80457E0138C0,-24.005833,-46.402778
354,575,Abordagem policial,Crimes de lesão corporal (CP),Lesão corporal gravíssima,SÃO PAULO,Praia Grande,,,0101000020E61000002EC6C03A8E3347C0D13C80457E0138C0,-24.005833,-46.402778
