,NUM_BO,RUBRICA,ANO,MES,CIDADE,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE
646073,1299,"Furto qualificado (art. 155, §4o.)",2016,4,S.PAULO                                 ,RUA DORIVAL LOURENCO DA SILVA           ,36,-23.55869003,-46.51901668
85173,286,"Furto qualificado (art. 155, §4o.)",2016,1,ITAPECERICA DA SERRA                    ,RODOVIA BR 116                          ,289,-23.7218021,-46.88739155
104617,2297,Roubo (art. 157),2016,2,S.PAULO                                 ,AVENIDA RAGUEB CHOHFI                   ,550,-23.60753868,-46.47250286
645065,1566,Furto (art. 155),2016,5,S.ANDRE                                 ,ESTRADA DO PEDROSO                      ,0,-23.69717789,-46.50433346
652778,113,Furto (art. 155),2016,1,S.PAULO                                 ,RUA FRANCISCO ARVANI                    ,100,-23.64955463,-46.71393154
199900,6966,"Furto qualificado (art. 155, §4o.)",2016,11,S.PAULO                                 ,RUA SOARES DE MEIRELES                  ,128,-23.47986789,-46.74709333
693343,1004098,Roubo (art. 157),2016,8,S.PAULO                                 ,AVENIDA DOS NACIONALISTAS               ,100,-23.57616802,-46.51961468
599722,246961,Furto (art. 155),2016,2,S.PAULO                                 ,De Paraisopolis/Santo Amaro             ,59,-23.59783423,-46.72898186
735438,3153,Furto (art. 155),2016,4,S.PAULO                                 ,RUA SIQUEIRA BUENO                      ,929,-23.54777475,-46.59058446
693553,204565,Roubo (art. 157),2016,2,S.PAULO                                 ,ESTAÇÃO METRO REPÚBLICA                 ,0,-23.5431853,-46.64337321
704066,1075496,Furto (art. 155),2016,8,S.PAULO                                 ,RUA DA CONSOLACAO                       ,2367,-23.55602902,-46.66327496
645313,764694,Furto (art. 155),2016,6,S.PAULO                                 ,AVENIDA SENADOR QUEIROS                 ,0,-23.539407699999998,-46.63357951
490851,1198,Furto (art. 155),2016,1,S.PAULO                                 ,RUA VEREADOR JOSE DE MOURA              ,56,-23.46316741,-46.584675
246522,7281,Furto (art. 155),2016,8,S.PAULO                                 ,RUA AUGUSTO PERRONI                     ,250,-23.57376973,-46.72319223
264309,45193,Furto (art. 155),2016,1,S.ANDRE                                 ,RUA GENERAL GLICÉRIO                    ,1030,-23.65885028,-46.52085381
692730,3553,Roubo (art. 157),2016,10,S.PAULO                                 ,RUA ARARANDEUA                          ,115,-23.55753345,-46.49394911
538169,1414255,Furto (art. 155),2016,11,S.PAULO                                 ,AVENIDA DEZENOVE DE JANEIRO             ,215,-23.55458023,-46.52689303
385713,1138760,Furto (art. 155),2016,9,S.PAULO                                 ,RUA DOUTOR DIOGO DE FARIA               ,20,-23.596249,-46.63689636
283847,6576,Roubo (art. 157),2016,9,S.PAULO                                 ,AVENIDA DO ESTADO                       ,8634,-23.58301779,-46.59938787
272821,8705,Roubo (art. 157),2016,12,S.PAULO                                 ,RUA VENANCIO LISBOA                     ,400,-23.56767018,-46.46927313
20952,1586424,Furto (art. 155),2016,12,S.PAULO                                 ,AVENIDA  VITAL BRASIL                   ,1500,-23.56839363,-46.71751055
658391,6029,Roubo (art. 157),2016,10,S.ANDRE                                 ,RUA GUAPÉ                               ,1,-23.67700229,-46.53989718
198135,1573,Roubo (art. 157),2016,7,S.PAULO                                 ,RUA HELCIO DA SILVA                     ,88,-23.45804694,-46.69885694
646338,2544,Roubo (art. 157),2016,7,S.PAULO                                 ,RUA GUAPERUVU                           ,200,-23.53501665,-46.53897953
598567,8573,Furto (art. 155),2016,8,OSASCO                                  ,PRAÇA ANTÔNIO MENCK                     ,0,-23.52798088,-46.77644598
381941,347799,Roubo (art. 157),2016,3,S.ANDRE                                 ,AVENIDA DOM PEDRO I                     ,1111,-23.67463863,-46.51287264
629104,976,Furto (art. 155),2016,9,S.PAULO                                 ,AVENIDA JOSE PINHEIRO BORGES            ,0,-23.53914678,-46.47078444
236531,894649,Furto (art. 155),2016,4,MAIRIPORA                               ,AVENIDA LEONOR DE OLIVEIRA              ,0,-23.31953219,-46.59041397
73992,4208,Roubo (art. 157),2016,11,S.PAULO                                 ,RUA BENTO LEITE DA SILVA                ,143,-23.67560278,-46.74268585
37723,520687,Roubo (art. 157),2016,4,S.ANDRE                                 ,AV. PRESTES MAIA                        ,356,-23.65896071,-46.55360466
402178,3971,Furto (art. 155),2016,8,S.PAULO                                 ,AVENIDA ARICANDUVA                      ,5555,-23.57475672,-46.50299307
189110,6017,Furto (art. 155),2016,12,DIADEMA                                 ,RUA GAIVOTA                             ,600,-23.66169655,-46.62517375
13022,559940,Roubo (art. 157),2016,5,MAUA                                    ,AVENIDA AIRTON SENNA DA SILVA           ,1000,-23.65186821,-46.470752600000004
268527,1342799,Furto (art. 155),2016,10,S.PAULO                                 ,AVENIDA PROFESSOR FRANCISCO MORATO      ,4293,-23.59436937,-46.73705857
601981,131223,Roubo (art. 157),2016,1,S.PAULO                                 ,RUA BRAS FERREIRA DA SILVA              ,194,-23.50622958,-46.44171651
290249,2090,Roubo (art. 157),2016,10,TABOAO DA SERRA                         ,ESTRADA KIZAEMON TAKEUTI                ,2425,-23.63977791,-46.79800345
380232,874821,Furto (art. 155),2016,7,S.PAULO                                 ,RUA SARGENTO EDISIO AFONSO DE CARVALHO  ,115,-23.61941451,-46.49496001
626320,6924,Roubo (art. 157),2016,7,S.PAULO                                 ,RUA DESEMBARGADOR BRENO CARAMURU TEIXEIR,535,-23.50494783,-46.36774049
530012,11016,Roubo (art. 157),2016,11,S.PAULO                                 ,RUA OLIMPIO RODRIGUES DE ARAUJO         ,1037,-23.6523069,-46.79024255
340582,5815,Furto (art. 155),2016,11,S.PAULO                                 ,AVENIDA RIO BRANCO                      ,630,-23.54059845,-46.63954015
450680,1819,Lesão corporal (art. 129),2016,4,GUARULHOS                               ,RUA BRIGADEIRO LIMA E SILVA             ,369,-23.46508816,-46.55586054
88018,2367,"Drogas sem autorização ou em desacordo (Art.33, caput)",2016,6,S.PAULO                                 ,RUA DOUTOR CAMPOS MELLO                 ,33,-23.45695145,-46.73184934
361634,1768,Roubo (art. 157),2016,4,EMBU                                    ,RUA SÃO CAETANO                         ,332,-23.65392757,-46.81226159
526103,1535830,Furto (art. 155),2016,11,S.PAULO                                 ,AVENIDA ITABERABA                       ,3000,-23.48056038,-46.68207783
518892,169098,Furto (art. 155),2016,2,S.PAULO                                 ,Rua Xavier de Toledo                    ,220,-23.54746695,-46.63999785
528656,249702,Roubo (art. 157),2016,2,S.PAULO                                 ,RUA LAGO MANDIORE                       ,72,-23.49947647,-46.38204369
433166,1553,Furto (art. 155),2016,5,S.PAULO                                 ,RUA MARIO FRUGIUELE                     ,8,-23.67563511,-46.65166313
471421,1030495,Roubo (art. 157),2016,8,COTIA                                   ,RUA BENEDITO LEMOS LEITE                ,71,-23.605041500000002,-46.92532566
39393,4354,Lesão corporal (art. 129),2016,4,S.PAULO                                 ,AVENIDA PEDRO SEVERINO                  ,288,-23.63181335,-46.6436928
595953,1648,Roubo (art. 157),2016,3,S.PAULO                                 ,RUA AFONSO XIII                         ,4,-23.65656788,-46.65071238
715372,833,Roubo (art. 157),2016,4,OSASCO                                  ,AVENIDA DOUTOR MARTIN LUTHER KING       ,0,-23.55066067,-46.77569328
589509,960591,Furto (art. 155),2016,7,S.PAULO                                 ,AVENIDA ENGENHEIRO ROBERTO ZUCCOLO      ,555,-23.52630888,-46.7452778
547856,925,Lesão corporal culposa na direção de veículo automotor (Art. 303),2016,1,S.PAULO                                 ,RUA MACHADO DE ASSIS                    ,114,-23.58223534,-46.63714726
338039,167746,Furto (art. 155),2016,2,S.PAULO                                 ,ALAMEDA RODRIGO DE BRUM                 ,1989,-23.50035483,-46.47177714
115822,8025,Furto (art. 155),2016,11,S.PAULO                                 ,RUA NILCE                               ,31,-23.56119654,-46.44745782
7113,1083456,Furto (art. 155),2016,8,S.PAULO                                 ,Avenida Cangaiba                        ,2739,-23.59233161,-46.54324894
514271,4442,Furto (art. 155),2016,11,S.PAULO                                 ,RUA VINTE E CINCO DE MARCO              ,0,-23.54947784,-46.63008282
43229,831,Furto (art. 155),2016,3,DIADEMA                                 ,RUA DONÁ MARIA LEITE                    ,180,-23.69175077,-46.59494616
36792,503,Lesão corporal (art. 129),2016,1,DIADEMA                                 ,RUA DENISE MORI SANTA LÚCIA             ,15,-23.70566622,-46.61931604
203495,6862,"Furto qualificado (art. 155, §4o.)",2016,12,S.PAULO                                 ,RUA ENGENHEIRO FOX                      ,610,-23.51576749,-46.70502121
571529,13389,"Furto qualificado (art. 155, §4o.)",2016,12,S.PAULO                                 ,AVENIDA CELSO GARCIA                    ,1000,-23.53844432,-46.60266471
269061,1323,"Furto qualificado (art. 155, §4o.)",2016,3,S.PAULO                                 ,AVENIDA ULTRAMARINO                     ,220,-23.47541633,-46.63836918
522502,29001,Furto (art. 155),2016,9,S.ANDRE                                 ,RUA SILVA JARDIM                        ,577,-23.63491879,-46.53188913
82583,989516,Furto (art. 155),2016,8,S.ANDRE                                 ,AVENIDA JOÃO RAMALHO                    ,440,-23.66582121,-46.52639008
228928,163417,Roubo (art. 157),2016,2,OSASCO                                  ,AVENIDA LUÍS RINK                       ,751,-23.51426347,-46.77314141
528552,670,Roubo (art. 157),2016,2,DIADEMA                                 ,RUA SUL                                 ,100,-23.70400017,-46.62356866
133729,187666,Furto (art. 155),2016,2,S.PAULO                                 ,AVENIDA ALEXIOS JAFET                   ,1100,-23.44739509,-46.74800284
614548,4711,"Furto qualificado (art. 155, §4o.)",2016,6,S.PAULO                                 ,RUA JUDITH PASSALD ESTEVES              ,255,-23.60078895,-46.73164668
88086,39956,Roubo (art. 157),2016,1,S.ANDRE                                 ,RUA ADRIÁTICO                           ,0,-23.69728985,-46.51492208
537643,2017,Lesão corporal culposa na direção de veículo automotor (Art. 303),2016,3,S.PAULO                                 ,AVENIDA VINTE E TRES DE MAIO            ,469,-23.55662794,-46.6375802
107229,1536543,Furto (art. 155),2016,11,S.PAULO                                 ,AVENIDA JAGUARE                         ,1487,-23.54807725,-46.73714107
322855,1053022,Furto (art. 155),2016,8,S.PAULO                                 ,RUA LENO                                ,229,-23.66473565,-46.64121352
347376,165690,Furto (art. 155),2016,2,S.PAULO                                 ,RUA FIDALGA                             ,516,-23.55517212,-46.69074793
715095,842,Lesão corporal (art. 129),2016,2,S.PAULO                                 ,RUA CACHOEIRA DAS ABELHAS               ,57,-23.57009735,-46.40885653
681302,308859,Furto (art. 155),2016,3,S.PAULO                                 ,RUA BARATA RIBEIRO                      ,380,-23.55669306,-46.65402345
401311,2557,Furto (art. 155),2016,7,S.PAULO                                 ,RUA MANIBA                              ,131,-23.61143912,-46.50786553
233746,2109,Roubo (art. 157),2016,6,S.PAULO                                 ,AVENIDA DO ORATORIO                     ,5683,-23.60698274,-46.52250112
170511,2052,Roubo (art. 157),2016,4,DIADEMA                                 ,AVENIDA CONCEIÇÃO                       ,650,-23.67765251,-46.62738086
197566,4448,Lesão corporal culposa na direção de veículo automotor (Art. 303),2016,5,S.PAULO                                 ,RUA SERRA DE SAO DOMINGOS               ,800,-23.55321626,-46.451988
252607,5366,Roubo (art. 157),2016,8,MAUA                                    ,RUA ORATÓRIO                            ,100,-23.62416299,-46.48269175
15786,7797,Furto (art. 155),2016,7,S.PAULO                                 ,AVENIDA ADOLFO PINHEIRO                 ,1000,-23.64474234,-46.70042474
153611,1112251,Furto (art. 155),2016,8,S.PAULO                                 ,AVENIDA PROFESSOR NOE AZEVEDO           ,205,-23.58825608,-46.63442534
652997,242882,Furto (art. 155),2016,2,S.PAULO                                 ,RUA LUMINARIAS                          ,1285,-23.54941193,-46.69036641
463659,38976,Furto (art. 155),2016,12,S.PAULO                                 ,RUA BARAO DE LADARIO                    ,398,-23.53865776,-46.61908475
125183,1157,Homicídio culposo na direção de veículo automotor (Art. 302),2016,2,GUARULHOS                               ,ACESSO BR 116                           ,2500,-23.446893,-46.45325842
704602,137,Lesão corporal (art. 129),2016,1,S.PAULO                                 ,RUA BURACICA                            ,61,-23.46533059,-46.57350306
699722,7898,Roubo (art. 157),2016,9,S.PAULO                                 ,RUA GESUMINA BASANI                     ,246,-23.611338399999998,-46.49486278
632393,3445,Roubo (art. 157),2016,11,TABOAO DA SERRA                         ,RUA PAULO AIRES                         ,75,-23.61639686,-46.78703121
167421,3666,Lesão corporal culposa na direção de veículo automotor (Art. 303),2016,4,S.PAULO                                 ,AVENIDA ARICANDUVA                      ,7374,-23.58058201,-46.49277758
411097,2249,Furto (art. 155),2016,7,S.PAULO                                 ,AVENIDA LIDER                           ,3330,-23.55695046,-46.47570487
502461,1424459,Furto (art. 155),2016,11,S.PAULO                                 ,AVENIDA OLAVO FONTOURA                  ,1209,-23.515256,-46.64208557
72496,1482131,Furto (art. 155),2016,11,S.ANDRE                                 ,RUA GENERAL GLICÉRIO                    ,0,-23.65499302,-46.52693835
405774,816,Furto (art. 155),2016,3,S.PAULO                                 ,RUA SAO BERTOLDO                        ,449,-23.49422134,-46.45622747
226689,353,Lesão corporal culposa na direção de veículo automotor (Art. 303),2016,4,OSASCO                                  ,AVENIDA DOUTOR ALBERTO JACKSON BYINGTON ,1505,-23.49075228,-46.77048637
630730,5408,Roubo (art. 157),2016,10,S.PAULO                                 ,ESTRADA DO CAMPO LIMPO                  ,4059,-23.62452648,-46.76451527
531487,7596,Roubo (art. 157),2016,9,S.PAULO                                 ,AVENIDA CUSTODIO DE SA E FARIA          ,0,-23.618910999999997,-46.51100747
582270,10009,Roubo (art. 157),2016,11,S.PAULO                                 ,RUA ANTONIO DE FRANCA E SILVA           ,74,-23.6155131,-46.50149565
642797,1449223,Roubo (art. 157),2016,11,S.PAULO                                 ,RUA GENERAL MANOEL VARGAS               ,390,-23.64706525,-46.63723369
607199,3488,Roubo (art. 157),2016,6,S.PAULO                                 ,AVENIDA EMBAIXADOR MACEDO SOARES        ,1,-23.51366283,-46.72286
566935,1418720,Furto (art. 155),2016,11,S.PAULO                                 ,AVENIDA SENADOR TEOTONIO VILELA         ,8000,-23.7679225,-46.71748234
734375,4091,Roubo (art. 157),2016,4,S.PAULO                                 ,RUA SAO BRUNO                           ,94,-23.50272776,-46.64708638
114186,553412,Furto (art. 155),2016,5,S.PAULO                                 ,RUA SALTO                               ,2,-23.57491941,-46.65665104
505447,298298,Furto (art. 155),2016,3,S.PAULO                                 ,ESTAÇÃO METRO TATUAPE                   ,0,-23.54044805,-46.57731019
736104,277870,Furto (art. 155),2016,2,S.PAULO                                 ,AVENIDA IPIRANGA                        ,752,-23.54167229,-46.6395912
57875,1027707,Furto (art. 155),2016,8,S.PAULO                                 ,RUA IBITIRAMA                           ,251,-23.58288962,-46.5850851
452797,1206089,Furto (art. 155),2016,9,S.PAULO                                 ,RUA EMILIO COLELLA                      ,311,-23.49814797,-46.74076787
360442,989873,Furto (art. 155),2016,8,S.PAULO                                 ,RUA MANOEL DA NOBREGA                   ,521,-23.56955481,-46.64951715
269344,7186,Roubo (art. 157),2016,8,S.PAULO                                 ,RUA ANTONIO AUGUSTO CORTESAO            ,150,-23.60150426,-46.50567652
438146,3775,Furto (art. 155),2016,9,S.PAULO                                 ,RUA BARAO DO BANANAL                    ,289,-23.52757167,-46.68452338
259252,2844,"Furto qualificado (art. 155, §4o.)",2016,8,S.PAULO                                 ,RUA DAVID ZEIGER                        ,30,-23.54378515,-46.58157137
523782,7501,Furto (art. 155),2016,8,S.PAULO                                 ,AVENIDA AMADOR BUENO DA VEIGA           ,155,-23.52306967,-46.54313725
725488,1078,Roubo (art. 157),2016,9,S.CAETANO DO SUL                        ,RUA BOA VISTA                           ,523,-23.64247478,-46.56181515
665308,1329,Roubo (art. 157),2016,2,DIADEMA                                 ,RUA SÃO FRANCISCO DE SÁLES              ,50,-23.68299884,-46.62148876
292653,4239,Furto (art. 155),2016,8,S.PAULO                                 ,RUA EDUARDO VASSIMON                    ,140,-23.60180692,-46.399624700000004
10264,761,Roubo (art. 157),2016,1,S.BERNARDO DO CAMPO                     ,RUA DOUTOR CINCINATO BRAGA              ,0,-23.69737396,-46.56290217
22369,3008,Roubo (art. 157),2016,6,S.PAULO                                 ,AVENIDA FREDERICK HOFFMAN               ,325,-23.52995903,-46.47779318
216996,1045859,Furto (art. 155),2016,8,S.PAULO                                 ,RUA BOA VISTA                           ,230,-23.54444933,-46.63414436
204825,4077,Lesão corporal culposa na direção de veículo automotor (Art. 303),2016,7,S.PAULO                                 ,RUA ZIMON LEIRNER                       ,0,-23.51703733,-46.67505072
162826,6137,Lesão corporal (art. 129),2016,9,S.PAULO                                 ,RUA CANUTO DO VAL                       ,216,-23.54007658,-46.65265453
271757,564789,Furto (art. 155),2016,5,S.PAULO                                 ,R. DA CONSOLAÇÃO                        ,519,-23.54757315,-46.64769202
678994,3100,Lesão corporal culposa na direção de veículo automotor (Art. 303),2016,8,S.PAULO                                 ,AVENIDA DO JANGADEIRO                   ,1,-23.70722346,-46.69548065
614773,3138,Roubo (art. 157),2016,8,POA                                     ,RUA GRADAUS                             ,98,-23.522294199999997,-46.35944852
427687,714,Furto (art. 155),2016,2,TABOAO DA SERRA                         ,RUA VICENTE PEREIRA                     ,608,-23.62519417,-46.77641318
373084,1152924,Furto (art. 155),2016,9,S.PAULO                                 ,AVENIDA REBOUCAS                        ,815,-23.56003146,-46.67099372
471518,1346951,Furto (art. 155),2016,10,S.BERNARDO DO CAMPO                     ,AVENIDA ARMANDO ÍTALO SETI              ,65,-23.69707195,-46.5502174
598507,1179910,Furto (art. 155),2016,9,S.ANDRE                                 ,RUA CAMPOS SÁLES                        ,575,-23.65820536,-46.52414848
168144,420514,Roubo (art. 157),2016,4,DIADEMA                                 ,RUA FELIPE DOS SANTOS                   ,307,-23.69424973,-46.591412299999995
737244,2405,Roubo (art. 157),2016,12,S.PAULO                                 ,RUA DOUTOR RENE FERNANDES               ,100,-23.66136978,-46.63221232
362526,1468003,Furto (art. 155),2016,11,S.PAULO                                 ,RUA DOUTOR JOSE LUIS GUIMARAES          ,9,-23.4718231,-46.62934049
301443,66505,Roubo (art. 157),2016,1,OSASCO                                  ,RUA PAULO LÍCIO RIZO                    ,0,-23.53794891,-46.77998602
211532,2517,Furto (art. 155),2016,7,S.PAULO                                 ,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES   ,8796,-23.46267174,-46.72106209
522537,1357,Roubo (art. 157),2016,3,S.PAULO                                 ,RUA DOUTOR AVELINO CHAVES               ,0,-23.53492943,-46.72719612
555659,7334,Furto (art. 155),2016,11,S.PAULO                                 ,RUA AFONSO CONTIERI                     ,52,-23.60459098,-46.40290352
278926,4441,Furto (art. 155),2016,12,S.PAULO                                 ,RUA DOM MANOEL DELBOUX                  ,10,-23.4868695,-46.71110443
218591,2709,Furto (art. 155),2016,7,S.PAULO                                 ,RUA HUMAITA                             ,520,-23.55935814,-46.6400139
765226,6249,Furto (art. 155),2016,11,S.PAULO                                 ,ESTRADA ITAQUERA GUAIANAZES             ,2000,-23.53549272,-46.42815539
141344,8792,"Furto qualificado (art. 155, §4o.)",2016,9,S.PAULO                                 ,AVENIDA PAULISTA                        ,995,-23.5650138,-46.6519996
12501,612723,Furto (art. 155),2016,5,S.ANDRE                                 ,RUA GEOVANE BATISTA PIRELI              ,1221,-23.66537768,-46.49828683
22455,4510,"Furto qualificado (art. 155, §4o.)",2016,5,S.PAULO                                 ,RUA TEIXEIRA LEITE                      ,88,-23.5568575,-46.62842261
156809,2382,Lesão corporal culposa na direção de veículo automotor (Art. 303),2016,10,S.PAULO                                 ,AVENIDA MONTEMAGNO                      ,2138,-23.57205253,-46.54524125
223420,211,Furto (art. 155),2016,1,S.PAULO                                 ,RUA FLOR DAS ALMAS                      ,551,-23.51398223,-46.44546596
743516,521698,Roubo (art. 157),2016,4,S.PAULO                                 ,RUA JOSE ROBERTO PEREIRA                ,100,-23.58808045,-46.50343254
416211,1569280,Furto (art. 155),2016,12,S.PAULO                                 ,AVENIDA NICOLAS BOER                    ,550,-23.52020847,-46.67932785
209545,624006,Furto (art. 155),2016,5,S.PAULO                                 ,RUA TAMANDARE                           ,596,-23.56405341,-46.63495707
473282,608,"A.I.-Drogas sem autorização ou em desacordo (Art.33, caput)",2016,3,S.PAULO                                 ,RUA DOUTOR ZITO                         ,200,-23.6511603,-46.61046339
328354,6193,Roubo (art. 157),2016,9,MAUA                                    ,TRAVESSA GRAVATA                        ,0,-23.65721947,-46.46986323
277206,9212,A.I.-Roubo (art. 157),2016,9,S.PAULO                                 ,RUA SANTA ROSA DE LIMA                  ,550,-23.4832462,-46.42968418
714766,213187,Furto (art. 155),2016,2,S.PAULO                                 ,RUA CAPITAO FLORINDO PAGANINI           ,20,-23.51548592,-46.53196154
648719,4843,Roubo (art. 157),2016,5,DIADEMA                                 ,RUA RIBEIRÃO PRETO                      ,100,-23.68075928,-46.62027939
222145,1031287,Furto (art. 155),2016,8,S.PAULO                                 ,RUA DO HORTO                            ,125,-23.46088516,-46.6279535
426806,942,Roubo (art. 157),2016,5,GUARULHOS                               ,AVENIDA BIRINEPE                        ,200,-23.45073705,-46.44222713
260278,1148232,Roubo (art. 157),2016,9,S.PAULO                                 ,ESTAÇÃO METRO CONSOLAÇÃO                ,0,-23.55743116,-46.66092328
707291,3811,Roubo (art. 157),2016,10,S.PAULO                                 ,RODOVIA SP 330                          ,26,-23.42157436,-46.79275139999999
649830,1531986,Roubo (art. 157),2016,11,FERRAZ DE VASCONCELOS                   ,RUA GODOFREDO OSÓRIO NOVAIS             ,450,-23.54238458,-46.37090945
48080,405,Lesão corporal (art. 129),2016,7,S.PAULO                                 ,RUA MAJOR ANGELO ZANCHI                 ,717,-23.53175271,-46.5461712
193514,228283,Roubo (art. 157),2016,2,S.PAULO                                 ,PRAÇA FLORIANO PEIXOTO                  ,0,-23.65072527,-46.70804217
12621,785,Furto (art. 155),2016,2,JANDIRA                                 ,RUA FERNANDO PESSOA                     ,673,-23.53959061,-46.908947600000005
381563,7456,Roubo (art. 157),2016,7,S.PAULO                                 ,RUA ANTONIO DE NAVARRO                  ,70,-23.50125333,-46.40310671
6738,1508508,Furto (art. 155),2016,11,S.PAULO                                 ,Rua Cerro Cora                          ,803,-23.54004244,-46.70498049
335939,52476,Furto (art. 155),2016,1,S.PAULO                                 ,AVENIDA ARICANDUVA                      ,4911,-23.54229606,-46.53447798
168920,2359,Roubo (art. 157),2016,6,S.PAULO                                 ,RUA REGINA GARBA                        ,100,-23.45250806,-46.71110734
421894,1699,Lesão corporal culposa na direção de veículo automotor (Art. 303),2016,6,S.PAULO                                 ,AVENIDA MARGINAL DO RIO PINHEIROS       ,9,-23.57437061,-46.69965852
557175,9638,Roubo (art. 157),2016,11,S.PAULO                                 ,AVENIDA CONDE DE FRONTIN                ,1800,-23.53543493,-46.55040612
133634,2429,Roubo (art. 157),2016,4,S.PAULO                                 ,RUA JOAQUIM PINHEIRO                    ,33,-23.58298557,-46.55184144
344244,172106,Furto (art. 155),2016,2,S.PAULO                                 ,RUA DA CONSOLACAO                       ,0,-23.5478777,-46.64907032
524103,11002,Furto (art. 155),2016,12,CARAPICUIBA                             ,RUA GERALDO MECK TRINDADE               ,67,-23.55111388,-46.84766587
487717,62,Furto (art. 155),2016,12,S.PAULO                                 ,AVENIDA NORDESTINA                      ,2370,-23.51153064,-46.43687887
528756,1778,Roubo (art. 157),2016,6,S.PAULO                                 ,AVENIDA IMIRIM                          ,623,-23.49783142,-46.64203226
725141,1255,Roubo (art. 157),2016,2,S.ANDRE                                 ,AVENIDA HENRI SANEJOUAND                ,6,-23.65327544,-46.52600877
371766,4723,Roubo (art. 157),2016,7,MAUA                                    ,RUA BARRA MANSA                         ,144,-23.65558195,-46.46724993
684894,885677,Roubo (art. 157),2016,7,S.PAULO                                 ,"Rodov. Raposo Tavares,                  ",6008,-23.59068428,-46.79766345
600726,7040,Roubo (art. 157),2016,9,S.BERNARDO DO CAMPO                     ,AVENIDA ROBERTO KENEDY                  ,0,-23.70121785,-46.57691071
48931,1062627,Furto (art. 155),2016,8,S.PAULO                                 ,RUA MONSENHOR ANDRADE                   ,0,-23.54516741,-46.62037241
619316,9881,Roubo (art. 157),2016,10,CARAPICUIBA                             ,AVENIDA SANTA TERESINHA                 ,184,-23.51824885,-46.83893812
33827,1547282,Furto (art. 155),2016,12,S.PAULO                                 ,AVENIDA GENERAL DALTRO FILHO            ,220,-23.65347191,-46.64687347
734266,380810,Roubo (art. 157),2016,3,S.PAULO                                 ,RUA DANCA DE ANITRA                     ,1,-23.6679085,-46.75881921
302990,1383413,Roubo (art. 157),2016,10,S.PAULO                                 ,RUA GONCALVES ARANHA                    ,200,-23.47143853,-46.58892723
5803,2660,Lesão corporal (art 129 § 9º),2016,12,S.PAULO                                 ,RUA FRANCISCO BITANCOURT                ,234,-23.53597832,-46.42163234
419220,674,Estupro de vulneravel (art.217-A),2016,1,GUARULHOS                               ,RUA PONTA GROSSA                        ,80,-23.39074596,-46.44232149
494717,312,Roubo (art. 157),2016,2,S.PAULO                                 ,RUA CONCEICAO DE IPANEMA                ,209,-23.59847704,-46.76691888
203763,5460,Roubo (art. 157),2016,12,S.PAULO                                 ,AVENIDA JACU-PESSEGO                    ,3000,-23.53674196,-46.45158656
197060,2643,Lesão corporal (art 129 § 9º),2016,3,S.PAULO                                 ,RUA JOAO DE PAULA FRANCO                ,443,-23.68700699,-46.69779795
600958,880131,Furto (art. 155),2016,7,S.PAULO                                 ,AVENIDA GUARAPIRANGA                    ,752,-23.66641181,-46.71968723
231974,1220,"Furto qualificado (art. 155, §4o.)",2016,6,S.PAULO                                 ,AVENIDA DO RIO BONITO                   ,1955,-23.68849058,-46.70170939
568930,1640,Furto (art. 155),2016,4,ARUJA                                   ,ESTRADA DA PENHA                        ,2261,-23.37113557,-46.3106086
320045,1368764,Roubo (art. 157),2016,10,S.PAULO                                 ,AVENIDA COMENDADOR SANTANNA             ,200,-23.67468106,-46.77376071
350398,272,"A.I.-Drogas sem autorização ou em desacordo (Art.33, caput)",2016,9,MOGI DAS CRUZES                         ,RUA SAO PAULO                           ,0,-23.48126283,-46.08741901
737153,880033,Furto (art. 155),2016,7,S.PAULO                                 ,RUA CORONEL XAVIER DE TOLEDO            ,23,-23.54609999,-46.63891114
211701,2928,Roubo (art. 157),2016,6,S.PAULO                                 ,RUA JEJU                                ,1,-23.57584374,-46.515214799999995
136693,1616,Lesão corporal culposa na direção de veículo automotor (Art. 303),2016,8,COTIA                                   ,RODOVIA SP 270                          ,24,-23.59227223,-46.83510196
466965,3522,Furto (art. 155),2016,7,OSASCO                                  ,AVENIDA FUAD AUADA                      ,401,-23.52390058,-46.77317369
718624,2,Roubo (art. 157),2016,1,S.PAULO                                 ,RUA SARGENTO PEDRO DOS SANTOS           ,253,-23.53511756,-46.45802533
171699,1138,Furto (art. 155),2016,6,S.PAULO                                 ,RUA LUSSANVIRA                          ,178,-23.64045258,-46.63762257
350594,2043,Furto (art. 155),2016,5,POA                                     ,RUA PADRE EUSTÁQUIO                     ,0,-23.53455767,-46.34148745
512662,7360,Roubo (art. 157),2016,7,S.PAULO                                 ,AVENIDA CONDE DE FRONTIN                ,2002,-23.53504766,-46.5484753
497606,5496,Furto (art. 155),2016,10,S.PAULO                                 ,RUA SILVA TELES                         ,1462,-23.52607734,-46.60618205
347541,1470,Lesão corporal (art. 129),2016,9,CARAPICUIBA                             ,AVENIDA RUI BARBOSA                     ,676,-23.5205408,-46.85095877
514090,1604,Roubo (art. 157),2016,3,S.ANDRE                                 ,RUA AIMBERE                             ,464,-23.64458551,-46.52167715
277915,4411,Furto (art. 155),2016,5,S.PAULO                                 ,AVENIDA CARLOS OBERHUBER                ,261,-23.74106642,-46.70779978
